Recency,Frequency,Monetary,R,F,M,RFM_Group,RFM_Score,Segment
33,2,1511.95,4,3,4,434,11,Loyal Customers
145,1,783.9,2,2,3,223,7,At Risk / Hibernating
221,1,134.8,1,2,1,121,4,Lost
45,1,664.85,3,2,3,323,8,Potential Loyalist
16,7,2263.12,4,5,5,455,14,Champions
66,6,1459.8600000000001,3,5,4,354,12,Loyal Customers
10,4,1153.62,5,4,4,544,13,Loyal Customers
260,1,335.32,1,2,2,122,5,At Risk / Hibernating
365,1,372.09,1,2,2,122,5,At Risk / Hibernating
17,5,1521.87,4,4,4,444,12,Loyal Customers
22,2,852.15,4,3,3,433,10,Potential Loyalist
45,1,326.24,3,2,2,322,7,At Risk / Hibernating
288,1,584.3199999999999,1,2,3,123,6,At Risk / Hibernating
297,1,122.39999999999999,1,2,1,121,4,Lost
3,10,2234.73,5,5,5,555,15,Champions
284,1,79.2,1,2,1,121,4,Lost
17,3,1352.0,4,4,4,444,12,Loyal Customers
82,2,217.16,2,3,1,231,6,At Risk / Hibernating
56,5,2806.9,3,4,5,345,12,Loyal Customers
101,2,1317.62,2,3,4,234,9,Potential Loyalist
299,1,436.18,1,2,2,122,5,At Risk / Hibernating
23,5,981.51,4,4,4,444,12,Loyal Customers
59,5,1121.39,3,4,4,344,11,Loyal Customers
155,2,315.06,2,3,2,232,7,At Risk / Hibernating
115,3,817.86,2,4,3,243,9,Potential Loyalist
107,1,17.0,2,2,1,221,5,At Risk / Hibernating
12,4,1078.23,5,4,4,544,13,Loyal Customers
264,1,320.62,1,2,2,122,5,At Risk / Hibernating
240,1,185.04999999999998,1,2,1,121,4,Lost
88,7,2005.63,2,5,4,254,11,Loyal Customers
50,3,731.9,3,4,3,343,10,Potential Loyalist
71,1,1290.7,3,2,4,324,9,Potential Loyalist
42,3,1842.14,3,4,4,344,11,Loyal Customers
7,6,1429.64,5,5,4,554,14,Champions
62,1,302.36,3,2,2,322,7,At Risk / Hibernating
249,1,336.96,1,2,2,122,5,At Risk / Hibernating
66,1,108.38,3,2,1,321,6,At Risk / Hibernating
18,7,3204.1600000000003,4,5,5,455,14,Champions
85,1,842.5,2,2,3,223,7,At Risk / Hibernating
219,2,611.88,1,3,3,133,7,At Risk / Hibernating
45,3,1337.48,3,4,4,344,11,Loyal Customers
143,4,195.73999999999998,2,4,1,241,7,At Risk / Hibernating
183,1,161.38,1,2,1,121,4,Lost
171,1,135.75000000000003,2,2,1,221,5,At Risk / Hibernating
10,8,1667.97,5,5,4,554,14,Champions
212,1,612.78,1,2,3,123,6,At Risk / Hibernating
190,1,232.21,1,2,1,121,4,Lost
8,2,423.36,5,3,2,532,10,Potential Loyalist
59,4,1309.14,3,4,4,344,11,Loyal Customers
57,2,867.11,3,3,3,333,9,Potential Loyalist
73,4,684.4200000000001,2,4,3,243,9,Potential Loyalist
52,1,307.78,3,2,2,322,7,At Risk / Hibernating
317,1,249.0,1,2,2,122,5,At Risk / Hibernating
367,1,289.35,1,2,2,122,5,At Risk / Hibernating
29,4,6287.77,4,4,5,445,13,Loyal Customers
39,1,656.25,3,2,3,323,8,Potential Loyalist
18,5,1880.22,4,4,4,444,12,Loyal Customers
52,6,3506.54,3,5,5,355,13,Loyal Customers
4,33,14589.04,5,5,5,555,15,Champions
22,2,618.09,4,3,3,433,10,Potential Loyalist
263,1,517.55,1,2,3,123,6,At Risk / Hibernating
60,3,709.38,3,4,3,343,10,Potential Loyalist
19,3,635.41,4,4,3,443,11,Loyal Customers
66,2,725.18,3,3,3,333,9,Potential Loyalist
88,1,620.4,2,2,3,223,7,At Risk / Hibernating
250,1,535.34,1,2,3,123,6,At Risk / Hibernating
3,6,2424.94,5,5,5,555,15,Champions
247,1,175.2,1,2,1,121,4,Lost
9,11,3799.4900000000002,5,5,5,555,15,Champions
157,3,734.13,2,4,3,243,9,Potential Loyalist
134,1,375.0,2,2,2,222,6,At Risk / Hibernating
296,1,76.32000000000001,1,2,1,121,4,Lost
5,2,280.52,5,3,2,532,10,Potential Loyalist
43,5,2053.02,3,4,5,345,12,Loyal Customers
269,1,1829.04,1,2,4,124,7,At Risk / Hibernating
50,5,1824.23,3,4,4,344,11,Loyal Customers
9,9,3122.04,5,5,5,555,15,Champions
16,3,656.69,4,4,3,443,11,Loyal Customers
282,1,348.2,1,2,2,122,5,At Risk / Hibernating
65,2,1025.44,3,3,4,334,10,Potential Loyalist
2,19,5575.56,5,5,5,555,15,Champions
252,1,37.4,1,2,1,121,4,Lost
232,2,856.6,1,3,3,133,7,At Risk / Hibernating
17,3,822.48,4,4,3,443,11,Loyal Customers
11,27,3787.6,5,5,5,555,15,Champions
8,4,1822.97,5,4,4,544,13,Loyal Customers
51,6,1885.05,3,5,4,354,12,Loyal Customers
59,1,73.2,3,2,1,321,6,At Risk / Hibernating
95,5,1140.21,2,4,4,244,10,Potential Loyalist
16,6,1418.32,4,5,4,454,13,Loyal Customers
126,3,1009.5500000000001,2,4,4,244,10,Potential Loyalist
94,4,1037.59,2,4,4,244,10,Potential Loyalist
50,1,331.95,3,2,2,322,7,At Risk / Hibernating
138,1,197.9,2,2,1,221,5,At Risk / Hibernating
61,1,215.83,3,2,1,321,6,At Risk / Hibernating
100,8,10254.18,2,5,5,255,12,Loyal Customers
73,1,305.54,2,2,2,222,6,At Risk / Hibernating
72,4,6617.65,3,4,5,345,12,Loyal Customers
67,1,338.71000000000004,3,2,2,322,7,At Risk / Hibernating
64,6,1158.79,3,5,4,354,12,Loyal Customers
17,2,529.41,4,3,3,433,10,Potential Loyalist
23,12,4006.94,4,5,5,455,14,Champions
32,15,6911.4400000000005,4,5,5,455,14,Champions
45,4,981.86,3,4,4,344,11,Loyal Customers
16,2,215.48,4,3,1,431,8,Potential Loyalist
40,1,215.08,3,2,1,321,6,At Risk / Hibernating
3,13,5180.52,5,5,5,555,15,Champions
237,1,314.45,1,2,2,122,5,At Risk / Hibernating
75,1,400.68100000000004,2,2,2,222,6,At Risk / Hibernating
4,2,1080.6200000000001,5,3,4,534,12,Loyal Customers
3,4,1863.47,5,4,4,544,13,Loyal Customers
361,1,365.27,1,2,2,122,5,At Risk / Hibernating
59,4,592.9,3,4,3,343,10,Potential Loyalist
23,1,405.71,4,2,2,422,8,Potential Loyalist
31,4,754.78,4,4,3,443,11,Loyal Customers
55,4,537.0600000000001,3,4,3,343,10,Potential Loyalist
25,1,394.38,4,2,2,422,8,Potential Loyalist
45,2,664.26,3,3,3,333,9,Potential Loyalist
89,5,2262.62,2,4,5,245,11,Loyal Customers
2,17,21076.3,5,5,5,555,15,Champions
89,1,547.02,2,2,3,223,7,At Risk / Hibernating
19,2,690.34,4,3,3,433,10,Potential Loyalist
79,1,159.0,2,2,1,221,5,At Risk / Hibernating
171,3,1062.75,2,4,4,244,10,Potential Loyalist
81,1,242.35,2,2,1,221,5,At Risk / Hibernating
267,1,914.9300000000001,1,2,3,123,6,At Risk / Hibernating
235,2,304.25,1,3,2,132,6,At Risk / Hibernating
30,7,3084.68,4,5,5,455,14,Champions
37,3,864.86,3,4,3,343,10,Potential Loyalist
318,1,846.72,1,2,3,123,6,At Risk / Hibernating
57,4,1295.3,3,4,4,344,11,Loyal Customers
45,5,1096.32,3,4,4,344,11,Loyal Customers
203,3,255.12,1,4,2,142,7,At Risk / Hibernating
225,1,314.22,1,2,2,122,5,At Risk / Hibernating
87,2,1010.6,2,3,4,234,9,Potential Loyalist
190,2,542.03,1,3,3,133,7,At Risk / Hibernating
44,4,990.88,3,4,4,344,11,Loyal Customers
71,3,536.6800000000001,3,4,3,343,10,Potential Loyalist
41,4,857.31,3,4,3,343,10,Potential Loyalist
78,1,432.2,2,2,2,222,6,At Risk / Hibernating
57,2,414.2,3,3,2,332,8,Potential Loyalist
24,2,3718.8,4,3,5,435,12,Loyal Customers
10,13,2607.87,5,5,5,555,15,Champions
8,7,3603.21,5,5,5,555,15,Champions
34,2,409.1,3,3,2,332,8,Potential Loyalist
212,2,1522.75,1,3,4,134,8,Potential Loyalist
24,3,1413.66,4,4,4,444,12,Loyal Customers
170,1,114.56,2,2,1,221,5,At Risk / Hibernating
62,1,152.94,3,2,1,321,6,At Risk / Hibernating
53,5,1800.07,3,4,4,344,11,Loyal Customers
261,2,389.44,1,3,2,132,6,At Risk / Hibernating
67,2,3683.86,3,3,5,335,11,Loyal Customers
17,8,2619.91,4,5,5,455,14,Champions
267,1,752.4300000000001,1,2,3,123,6,At Risk / Hibernating
177,1,46.95,2,2,1,221,5,At Risk / Hibernating
45,5,5203.51,3,4,5,345,12,Loyal Customers
51,1,1035.45,3,2,4,324,9,Potential Loyalist
17,4,746.83,4,4,3,443,11,Loyal Customers
9,9,5447.0,5,5,5,555,15,Champions
74,7,861.89,2,5,3,253,10,Potential Loyalist
71,2,667.65,3,3,3,333,9,Potential Loyalist
353,1,1141.24,1,2,4,124,7,At Risk / Hibernating
16,4,1414.24,4,4,4,444,12,Loyal Customers
117,1,411.7,2,2,2,222,6,At Risk / Hibernating
373,1,337.75,1,2,2,122,5,At Risk / Hibernating
197,1,559.87,1,2,3,123,6,At Risk / Hibernating
177,1,810.6000000000001,2,2,3,223,7,At Risk / Hibernating
100,1,566.38,2,2,3,223,7,At Risk / Hibernating
21,3,1509.58,4,4,4,444,12,Loyal Customers
72,1,2062.06,3,2,5,325,10,Potential Loyalist
340,1,168.3,1,2,1,121,4,Lost
6,5,1569.11,5,4,4,544,13,Loyal Customers
31,2,823.97,4,3,3,433,10,Potential Loyalist
170,1,142.5,2,2,1,221,5,At Risk / Hibernating
122,1,302.25,2,2,2,222,6,At Risk / Hibernating
22,10,2248.9900000000002,4,5,5,455,14,Champions
10,4,1328.55,5,4,4,544,13,Loyal Customers
269,1,301.9,1,2,2,122,5,At Risk / Hibernating
23,3,598.2,4,4,3,443,11,Loyal Customers
127,1,233.22,2,2,1,221,5,At Risk / Hibernating
26,3,5360.63,4,4,5,445,13,Loyal Customers
139,1,361.21999999999997,2,2,2,222,6,At Risk / Hibernating
214,6,632.27,1,5,3,153,9,Potential Loyalist
38,4,2560.0,3,4,5,345,12,Loyal Customers
106,2,706.57,2,3,3,233,8,Potential Loyalist
18,2,616.26,4,3,3,433,10,Potential Loyalist
3,2,274.15000000000003,5,3,2,532,10,Potential Loyalist
331,1,226.37,1,2,1,121,4,Lost
64,8,2938.91,3,5,5,355,13,Loyal Customers
120,3,1341.65,2,4,4,244,10,Potential Loyalist
35,1,328.15,3,2,2,322,7,At Risk / Hibernating
218,1,404.40000000000003,1,2,2,122,5,At Risk / Hibernating
172,2,1038.46,2,3,4,234,9,Potential Loyalist
72,5,373.65000000000003,3,4,2,342,9,Potential Loyalist
1,2,326.75,5,3,2,532,10,Potential Loyalist
196,1,207.50000000000003,1,2,1,121,4,Lost
128,3,428.68,2,4,2,242,8,Potential Loyalist
47,3,594.24,3,4,3,343,10,Potential Loyalist
6,14,3110.96,5,5,5,555,15,Champions
14,6,3813.62,5,5,5,555,15,Champions
18,3,251.91,4,4,2,442,10,Potential Loyalist
28,7,1593.2,4,5,4,454,13,Loyal Customers
8,22,26626.8,5,5,5,555,15,Champions
37,1,151.05,3,2,1,321,6,At Risk / Hibernating
157,1,214.79999999999998,2,2,1,221,5,At Risk / Hibernating
284,1,109.95,1,2,1,121,4,Lost
107,1,549.07,2,2,3,223,7,At Risk / Hibernating
25,4,1971.87,4,4,4,444,12,Loyal Customers
75,4,322.41,2,4,2,242,8,Potential Loyalist
16,2,370.47999999999996,4,3,2,432,9,Potential Loyalist
158,1,101.10000000000001,2,2,1,221,5,At Risk / Hibernating
44,1,575.41,3,2,3,323,8,Potential Loyalist
11,2,887.65,5,3,3,533,11,Loyal Customers
32,7,1467.11,4,5,4,454,13,Loyal Customers
291,1,53.5,1,2,1,121,4,Lost
21,4,1116.47,4,4,4,444,12,Loyal Customers
333,1,153.9,1,2,1,121,4,Lost
18,2,494.44,4,3,3,433,10,Potential Loyalist
4,23,6675.71,5,5,5,555,15,Champions
63,2,395.8,3,3,2,332,8,Potential Loyalist
198,3,211.77,1,4,1,141,6,At Risk / Hibernating
33,3,658.88,4,4,3,443,11,Loyal Customers
1,4,2027.5,5,4,4,544,13,Loyal Customers
7,9,1750.92,5,5,4,554,14,Champions
5,6,3512.53,5,5,5,555,15,Champions
10,4,896.66,5,4,3,543,12,Loyal Customers
32,5,734.77,4,4,3,443,11,Loyal Customers
53,1,109.36000000000001,3,2,1,321,6,At Risk / Hibernating
12,2,707.04,5,3,3,533,11,Loyal Customers
18,9,1540.42,4,5,4,454,13,Loyal Customers
19,1,327.3,4,2,2,422,8,Potential Loyalist
37,2,804.49,3,3,3,333,9,Potential Loyalist
2,2,497.43,5,3,3,533,11,Loyal Customers
18,3,1551.58,4,4,4,444,12,Loyal Customers
82,4,1320.56,2,4,4,244,10,Potential Loyalist
33,2,367.93,4,3,2,432,9,Potential Loyalist
66,2,465.08,3,3,2,332,8,Potential Loyalist
9,2,987.01,5,3,4,534,12,Loyal Customers
267,1,676.2,1,2,3,123,6,At Risk / Hibernating
247,3,362.95,1,4,2,142,7,At Risk / Hibernating
4,4,2157.4,5,4,5,545,14,Champions
61,1,1780.59,3,2,4,324,9,Potential Loyalist
75,2,668.36,2,3,3,233,8,Potential Loyalist
90,2,584.5,2,3,3,233,8,Potential Loyalist
60,3,555.89,3,4,3,343,10,Potential Loyalist
29,2,317.2,4,3,2,432,9,Potential Loyalist
323,1,94.36,1,2,1,121,4,Lost
53,4,1382.07,3,4,4,344,11,Loyal Customers
270,1,221.19,1,2,1,121,4,Lost
2,13,3046.21,5,5,5,555,15,Champions
57,5,1555.34,3,4,4,344,11,Loyal Customers
61,5,1486.9,3,4,4,344,11,Loyal Customers
154,2,1705.8,2,3,4,234,9,Potential Loyalist
19,2,406.77,4,3,2,432,9,Potential Loyalist
95,1,303.93,2,2,2,222,6,At Risk / Hibernating
1,12,4098.32,5,5,5,555,15,Champions
265,2,299.6,1,3,2,132,6,At Risk / Hibernating
312,1,177.5,1,2,1,121,4,Lost
70,1,443.05,3,2,2,322,7,At Risk / Hibernating
302,2,167.25,1,3,1,131,5,At Risk / Hibernating
19,1,163.07,4,2,1,421,7,At Risk / Hibernating
13,10,2126.93,5,5,5,555,15,Champions
36,5,2028.88,3,4,4,344,11,Loyal Customers
19,2,214.65,4,3,1,431,8,Potential Loyalist
54,1,151.83,3,2,1,321,6,At Risk / Hibernating
57,1,262.2,3,2,2,322,7,At Risk / Hibernating
22,2,126.25,4,3,1,431,8,Potential Loyalist
44,1,210.35,3,2,1,321,6,At Risk / Hibernating
27,3,1051.4,4,4,4,444,12,Loyal Customers
45,3,675.27,3,4,3,343,10,Potential Loyalist
113,6,972.23,2,5,4,254,11,Loyal Customers
17,51,34684.4,4,5,5,455,14,Champions
25,1,346.12,4,2,2,422,8,Potential Loyalist
191,1,133.56,1,2,1,121,4,Lost
302,1,302.7,1,2,2,122,5,At Risk / Hibernating
2,10,1908.25,5,5,4,554,14,Champions
263,2,241.06,1,3,1,131,5,At Risk / Hibernating
106,1,284.55,2,2,2,222,6,At Risk / Hibernating
57,1,300.85,3,2,2,322,7,At Risk / Hibernating
213,3,642.81,1,4,3,143,8,Potential Loyalist
64,1,287.4,3,2,2,322,7,At Risk / Hibernating
28,1,184.26,4,2,1,421,7,At Risk / Hibernating
29,7,1522.25,4,5,4,454,13,Loyal Customers
6,5,798.35,5,4,3,543,12,Loyal Customers
8,5,3640.67,5,4,5,545,14,Champions
67,2,381.2,3,3,2,332,8,Potential Loyalist
2,3,616.79,5,4,3,543,12,Loyal Customers
46,4,654.67,3,4,3,343,10,Potential Loyalist
34,1,230.51,3,2,1,321,6,At Risk / Hibernating
1,2,168472.5,5,3,5,535,13,Loyal Customers
136,1,259.01,2,2,2,222,6,At Risk / Hibernating
198,1,188.89000000000001,1,2,1,121,4,Lost
198,2,707.69,1,3,3,133,7,At Risk / Hibernating
150,1,311.92,2,2,2,222,6,At Risk / Hibernating
88,1,266.97,2,2,2,222,6,At Risk / Hibernating
64,1,5.9,3,2,1,321,6,At Risk / Hibernating
64,7,1841.18,3,5,4,354,12,Loyal Customers
99,5,2158.37,2,4,5,245,11,Loyal Customers
218,1,208.36,1,2,1,121,4,Lost
3,18,3482.7400000000002,5,5,5,555,15,Champions
28,3,814.72,4,4,3,443,11,Loyal Customers
178,1,151.42,2,2,1,221,5,At Risk / Hibernating
74,3,136.0,2,4,1,241,7,At Risk / Hibernating
21,4,1422.4,4,4,4,444,12,Loyal Customers
20,3,1314.68,4,4,4,444,12,Loyal Customers
34,7,1603.46,3,5,4,354,12,Loyal Customers
74,1,74.9,2,2,1,221,5,At Risk / Hibernating
24,4,650.43,4,4,3,443,11,Loyal Customers
52,4,762.39,3,4,3,343,10,Potential Loyalist
275,1,223.95000000000002,1,2,1,121,4,Lost
165,3,316.11,2,4,2,242,8,Potential Loyalist
7,7,1871.3400000000001,5,5,4,554,14,Champions
88,4,544.3,2,4,3,243,9,Potential Loyalist
64,7,2494.46,3,5,5,355,13,Loyal Customers
25,3,331.0,4,4,2,442,10,Potential Loyalist
10,2,300.83,5,3,2,532,10,Potential Loyalist
76,1,769.29,2,2,3,223,7,At Risk / Hibernating
16,1,220.62,4,2,1,421,7,At Risk / Hibernating
192,1,139.35,1,2,1,121,4,Lost
174,2,404.3,2,3,2,232,7,At Risk / Hibernating
77,1,363.65,2,2,2,222,6,At Risk / Hibernating
33,3,498.8,4,4,3,443,11,Loyal Customers
47,1,731.5,3,2,3,323,8,Potential Loyalist
80,4,1351.63,2,4,4,244,10,Potential Loyalist
297,1,826.53,1,2,3,123,6,At Risk / Hibernating
3,3,684.41,5,4,3,543,12,Loyal Customers
9,3,1599.52,5,4,4,544,13,Loyal Customers
50,6,2965.69,3,5,5,355,13,Loyal Customers
161,2,100.97,2,3,1,231,6,At Risk / Hibernating
360,2,365.45,1,3,2,132,6,At Risk / Hibernating
5,6,400.86,5,5,2,552,12,Loyal Customers
107,4,1431.93,2,4,4,244,10,Potential Loyalist
25,1,484.38,4,2,2,422,8,Potential Loyalist
32,1,777.6,4,2,3,423,9,Potential Loyalist
20,2,90.30000000000001,4,3,1,431,8,Potential Loyalist
297,1,363.7,1,2,2,122,5,At Risk / Hibernating
372,1,248.1,1,2,1,121,4,Lost
22,3,948.26,4,4,4,444,12,Loyal Customers
5,4,874.59,5,4,3,543,12,Loyal Customers
52,5,1627.13,3,4,4,344,11,Loyal Customers
30,1,101.69999999999999,4,2,1,421,7,At Risk / Hibernating
277,1,162.7,1,2,1,121,4,Lost
61,2,484.32,3,3,2,332,8,Potential Loyalist
25,2,212.98,4,3,1,431,8,Potential Loyalist
186,3,1046.57,1,4,4,144,9,Potential Loyalist
2,21,9418.470000000001,5,5,5,555,15,Champions
2,26,13027.45,5,5,5,555,15,Champions
172,1,290.36,2,2,2,222,6,At Risk / Hibernating
81,1,228.06,2,2,1,221,5,At Risk / Hibernating
4,1,244.41,5,2,1,521,8,Potential Loyalist
190,1,455.25,1,2,2,122,5,At Risk / Hibernating
22,7,1244.59,4,5,4,454,13,Loyal Customers
18,3,6748.8,4,4,5,445,13,Loyal Customers
19,3,1095.56,4,4,4,444,12,Loyal Customers
5,1,593.75,5,2,3,523,10,Potential Loyalist
110,1,548.97,2,2,3,223,7,At Risk / Hibernating
3,4,1388.81,5,4,4,544,13,Loyal Customers
54,1,119.62,3,2,1,321,6,At Risk / Hibernating
165,1,339.3,2,2,2,222,6,At Risk / Hibernating
291,2,787.15,1,3,3,133,7,At Risk / Hibernating
10,10,4154.64,5,5,5,555,15,Champions
109,5,2298.97,2,4,5,245,11,Loyal Customers
96,3,922.12,2,4,3,243,9,Potential Loyalist
243,2,379.73,1,3,2,132,6,At Risk / Hibernating
163,12,5719.82,2,5,5,255,12,Loyal Customers
42,3,837.1,3,4,3,343,10,Potential Loyalist
35,2,285.89,3,3,2,332,8,Potential Loyalist
67,7,3313.79,3,5,5,355,13,Loyal Customers
24,2,281.85,4,3,2,432,9,Potential Loyalist
1,20,8338.49,5,5,5,555,15,Champions
27,2,841.41,4,3,3,433,10,Potential Loyalist
6,2,511.12,5,3,3,533,11,Loyal Customers
54,1,1077.74,3,2,4,324,9,Potential Loyalist
364,1,173.7,1,2,1,121,4,Lost
15,5,614.66,4,4,3,443,11,Loyal Customers
194,2,865.6,1,3,3,133,7,At Risk / Hibernating
3,1,124.2,5,2,1,521,8,Potential Loyalist
15,10,3738.4,4,5,5,455,14,Champions
27,3,1421.69,4,4,4,444,12,Loyal Customers
127,3,1009.6,2,4,4,244,10,Potential Loyalist
85,2,663.61,2,3,3,233,8,Potential Loyalist
71,1,451.44,3,2,2,322,7,At Risk / Hibernating
183,1,105.84,1,2,1,121,4,Lost
113,1,313.62,2,2,2,222,6,At Risk / Hibernating
374,1,233.45,1,2,1,121,4,Lost
80,2,936.08,2,3,4,234,9,Potential Loyalist
249,1,463.95,1,2,2,122,5,At Risk / Hibernating
232,1,225.15,1,2,1,121,4,Lost
71,3,459.24,3,4,2,342,9,Potential Loyalist
69,1,213.5,3,2,1,321,6,At Risk / Hibernating
4,16,4113.68,5,5,5,555,15,Champions
51,3,330.03,3,4,2,342,9,Potential Loyalist
75,1,181.09,2,2,1,221,5,At Risk / Hibernating
61,1,360.16,3,2,2,322,7,At Risk / Hibernating
16,2,250.15,4,3,2,432,9,Potential Loyalist
4,1,90.04,5,2,1,521,8,Potential Loyalist
286,1,145.04999999999998,1,2,1,121,4,Lost
4,6,813.52,5,5,3,553,13,Loyal Customers
41,1,243.63,3,2,1,321,6,At Risk / Hibernating
36,1,528.08,3,2,3,323,8,Potential Loyalist
75,2,482.47,2,3,2,232,7,At Risk / Hibernating
18,14,3347.71,4,5,5,455,14,Champions
15,7,5493.46,4,5,5,455,14,Champions
219,1,75.66,1,2,1,121,4,Lost
186,1,129.49,1,2,1,121,4,Lost
33,4,1187.66,4,4,4,444,12,Loyal Customers
70,1,618.59,3,2,3,323,8,Potential Loyalist
183,1,506.19,1,2,3,123,6,At Risk / Hibernating
15,2,500.42,4,3,3,433,10,Potential Loyalist
236,1,151.85,1,2,1,121,4,Lost
31,5,2647.59,4,4,5,445,13,Loyal Customers
264,1,226.21,1,2,1,121,4,Lost
4,2,178.96,5,3,1,531,9,Potential Loyalist
52,4,813.48,3,4,3,343,10,Potential Loyalist
246,1,129.45,1,2,1,121,4,Lost
81,2,810.5699999999999,2,3,3,233,8,Potential Loyalist
275,1,333.08,1,2,2,122,5,At Risk / Hibernating
1,17,4413.1,5,5,5,555,15,Champions
79,1,322.8,2,2,2,222,6,At Risk / Hibernating
30,5,2188.05,4,4,5,445,13,Loyal Customers
74,2,417.73,2,3,2,232,7,At Risk / Hibernating
17,6,2883.1,4,5,5,455,14,Champions
223,2,217.9,1,3,1,131,5,At Risk / Hibernating
32,4,1154.47,4,4,4,444,12,Loyal Customers
23,10,1680.72,4,5,4,454,13,Loyal Customers
31,3,1257.51,4,4,4,444,12,Loyal Customers
106,1,231.10000000000002,2,2,1,221,5,At Risk / Hibernating
5,2,688.33,5,3,3,533,11,Loyal Customers
246,1,487.51,1,2,3,123,6,At Risk / Hibernating
178,2,833.78,2,3,3,233,8,Potential Loyalist
170,2,214.06,2,3,1,231,6,At Risk / Hibernating
43,1,290.65999999999997,3,2,2,322,7,At Risk / Hibernating
72,1,518.42,3,2,3,323,8,Potential Loyalist
59,7,6773.97,3,5,5,355,13,Loyal Customers
16,2,1212.66,4,3,4,434,11,Loyal Customers
141,4,601.27,2,4,3,243,9,Potential Loyalist
18,6,3794.52,4,5,5,455,14,Champions
22,15,8625.8,4,5,5,455,14,Champions
10,4,933.62,5,4,4,544,13,Loyal Customers
368,1,123.24,1,2,1,121,4,Lost
189,1,39.12,1,2,1,121,4,Lost
16,4,1267.6499999999999,4,4,4,444,12,Loyal Customers
362,1,135.39999999999998,1,2,1,121,4,Lost
19,1,118.98,4,2,1,421,7,At Risk / Hibernating
68,2,570.13,3,3,3,333,9,Potential Loyalist
15,6,306.71999999999997,4,5,2,452,11,Loyal Customers
24,2,1370.47,4,3,4,434,11,Loyal Customers
17,11,4095.9,4,5,5,455,14,Champions
28,3,1692.27,4,4,4,444,12,Loyal Customers
2,20,8134.9400000000005,5,5,5,555,15,Champions
55,2,319.61,3,3,2,332,8,Potential Loyalist
34,4,1592.1200000000001,3,4,4,344,11,Loyal Customers
3,12,3109.99,5,5,5,555,15,Champions
366,1,129.75,1,2,1,121,4,Lost
43,1,183.7,3,2,1,321,6,At Risk / Hibernating
73,6,1770.34,2,5,4,254,11,Loyal Customers
5,5,1028.0,5,4,4,544,13,Loyal Customers
4,28,66653.56,5,5,5,555,15,Champions
61,2,324.24,3,3,2,332,8,Potential Loyalist
47,7,3062.83,3,5,5,355,13,Loyal Customers
1,4,1260.86,5,4,4,544,13,Loyal Customers
76,2,422.59999999999997,2,3,2,232,7,At Risk / Hibernating
72,2,225.57999999999998,3,3,1,331,7,At Risk / Hibernating
256,2,1126.0,1,3,4,134,8,Potential Loyalist
69,2,482.01,3,3,2,332,8,Potential Loyalist
135,4,657.9000000000001,2,4,3,243,9,Potential Loyalist
241,1,112.75,1,2,1,121,4,Lost
227,2,1998.0,1,3,4,134,8,Potential Loyalist
9,13,5076.55,5,5,5,555,15,Champions
9,13,5398.3,5,5,5,555,15,Champions
1,20,14034.99,5,5,5,555,15,Champions
37,3,531.35,3,4,3,343,10,Potential Loyalist
46,1,656.63,3,2,3,323,8,Potential Loyalist
85,5,3029.87,2,4,5,245,11,Loyal Customers
19,10,2483.04,4,5,5,455,14,Champions
3,5,1651.03,5,4,4,544,13,Loyal Customers
9,11,3637.78,5,5,5,555,15,Champions
19,15,6923.13,4,5,5,455,14,Champions
317,2,1146.53,1,3,4,134,8,Potential Loyalist
78,1,301.71999999999997,2,2,2,222,6,At Risk / Hibernating
267,2,901.2,1,3,3,133,7,At Risk / Hibernating
24,6,3858.38,4,5,5,455,14,Champions
369,1,623.75,1,2,3,123,6,At Risk / Hibernating
15,7,1790.42,4,5,4,454,13,Loyal Customers
26,1,155.24,4,2,1,421,7,At Risk / Hibernating
262,1,292.47,1,2,2,122,5,At Risk / Hibernating
17,13,4730.81,4,5,5,455,14,Champions
91,2,589.15,2,3,3,233,8,Potential Loyalist
302,6,779.57,1,5,3,153,9,Potential Loyalist
26,5,1382.02,4,4,4,444,12,Loyal Customers
364,1,272.82,1,2,2,122,5,At Risk / Hibernating
46,4,1054.67,3,4,4,344,11,Loyal Customers
38,21,7236.6,3,5,5,355,13,Loyal Customers
52,3,743.11,3,4,3,343,10,Potential Loyalist
32,1,603.75,4,2,3,423,9,Potential Loyalist
52,3,650.51,3,4,3,343,10,Potential Loyalist
79,5,2300.56,2,4,5,245,11,Loyal Customers
53,1,417.59999999999997,3,2,2,322,7,At Risk / Hibernating
298,1,3.75,1,2,1,121,4,Lost
177,1,323.0,2,2,2,222,6,At Risk / Hibernating
29,7,2238.09,4,5,5,455,14,Champions
11,7,1304.76,5,5,4,554,14,Champions
87,17,7194.3,2,5,5,255,12,Loyal Customers
5,18,6697.66,5,5,5,555,15,Champions
38,2,836.06,3,3,3,333,9,Potential Loyalist
18,5,1515.9,4,4,4,444,12,Loyal Customers
45,5,623.93,3,4,3,343,10,Potential Loyalist
31,1,1764.72,4,2,4,424,10,Potential Loyalist
373,1,207.5,1,2,1,121,4,Lost
58,1,223.92000000000002,3,2,1,321,6,At Risk / Hibernating
372,1,2002.4,1,2,4,124,7,At Risk / Hibernating
114,3,1496.83,2,4,4,244,10,Potential Loyalist
215,1,239.4,1,2,1,121,4,Lost
319,1,106.83000000000001,1,2,1,121,4,Lost
65,1,369.34000000000003,3,2,2,322,7,At Risk / Hibernating
